slug,category,korean_text,english_text,romanization,difficulty,access_tier,usage_note,related_slugs,sort_order,is_published,usage_pack,pseo_page_enabled,indexable,robots_directive,sitemap_include,rollout_batch,seo_priority,index_reason_codes,page_type,page_template_key,intent_bucket,audience_segment,use_case_primary,keyword_opportunity,primary_query,audio_query,pronunciation_query,seo_title,seo_title_length,seo_title_pattern_key,meta_description,meta_description_length,h1_template_key,page_slug,canonical_path,parent_hub_slug,parent_hub_path,breadcrumb_label,app_deep_link,normal_audio_asset_key,slow_audio_asset_key,normal_timing_asset_key,render_components,cta_key,cta_label_key,related_slug_count,invalid_related_slugs,related_link_strategy,duplicate_english_group,canonical_variant_strategy,noindex_reason,qa_flags
jigeum,greeting,지금,Now,jigeum,moderate,free,,"oneul,najunge",1030,true,,true,false,"noindex,follow",false,hold_noindex,0,support_term,term_audio_page,basic_term_audio,social_courtesy,beginner_social,greetings,low_support,now in korean,hear now in korean,jigeum pronunciation,"Hear ""Now"" in Korean",20,hear_term_title,Hear 지금 (jigeum) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,102,term_audio_h1,now-in-korean,/phrases/now-in-korean,korean-greetings,/korean-phrases/greetings,Now,jjin://phrase/jigeum,phrases/jigeum/ko_normal.wav,phrases/jigeum/ko_slow.wav,phrases/jigeum/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
najunge,greeting,나중에,Later,najunge,moderate,free,,"jigeum,naeil",1040,true,,true,false,"noindex,follow",false,hold_noindex,0,support_term,term_audio_page,basic_term_audio,social_courtesy,beginner_social,greetings,low_support,later in korean,hear later in korean,najunge pronunciation,"Hear ""Later"" in Korean",22,hear_term_title,Hear 나중에 (najunge) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,104,term_audio_h1,later-in-korean,/phrases/later-in-korean,korean-greetings,/korean-phrases/greetings,Later,jjin://phrase/najunge,phrases/najunge/ko_normal.wav,phrases/najunge/ko_slow.wav,phrases/najunge/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
achim,greeting,아침,Morning,achim,moderate,free,,"oneul,jeonyeok",1050,true,,true,false,"noindex,follow",false,hold_noindex,0,support_term,term_audio_page,basic_term_audio,social_courtesy,beginner_social,greetings,low_support,morning in korean,hear morning in korean,achim pronunciation,"Hear ""Morning"" in Korean",24,hear_term_title,Hear 아침 (achim) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,101,term_audio_h1,morning-in-korean,/phrases/morning-in-korean,korean-greetings,/korean-phrases/greetings,Morning,jjin://phrase/achim,phrases/achim/ko_normal.wav,phrases/achim/ko_slow.wav,phrases/achim/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
jeonyeok,greeting,저녁,Evening,jeonyeok,moderate,free,,"achim,oneul",1060,true,,true,false,"noindex,follow",false,hold_noindex,0,support_term,term_audio_page,basic_term_audio,social_courtesy,beginner_social,greetings,low_support,evening in korean,hear evening in korean,jeonyeok pronunciation,"Hear ""Evening"" in Korean",24,hear_term_title,Hear 저녁 (jeonyeok) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,104,term_audio_h1,evening-in-korean,/phrases/evening-in-korean,korean-greetings,/korean-phrases/greetings,Evening,jjin://phrase/jeonyeok,phrases/jeonyeok/ko_normal.wav,phrases/jeonyeok/ko_slow.wav,phrases/jeonyeok/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
mannaseo-bangawoyo,greeting,만나서 반가워요,Nice to meet you,mannaseo bangawoyo,difficult,premium,first meeting,"annyeonghaseyo,tto-bwayo",1070,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,4,"full_phrase,has_usage_note",phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,greetings,low_support,how to say nice to meet you in korean,hear nice to meet you in korean,mannaseo bangawoyo pronunciation,"Hear ""Nice to meet you"" in Korean",33,hear_phrase_title,Hear 만나서 반가워요 (mannaseo bangawoyo) and learn how to use it for first meetings. Practice normal and slow Korean audio in Jjin.,125,phrase_audio_h1,nice-to-meet-you-in-korean,/phrases/nice-to-meet-you-in-korean,korean-greetings,/korean-phrases/greetings,Nice to meet you,jjin://phrase/mannaseo-bangawoyo,phrases/mannaseo-bangawoyo/ko_normal.wav,phrases/mannaseo-bangawoyo/ko_slow.wav,phrases/mannaseo-bangawoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
tto-bwayo,greeting,또 봐요,See you again,tto bwayo,moderate,free,,"annyeonghaseyo,mannaseo-bangawoyo",1080,true,,true,false,"noindex,follow",false,hold_noindex,2,short_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,greetings,low_support,how to say see you again in korean,hear see you again in korean,tto bwayo pronunciation,"Hear ""See you again"" in Korean",30,hear_phrase_title,Hear 또 봐요 (tto bwayo) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,107,phrase_audio_h1,see-you-again-in-korean,/phrases/see-you-again-in-korean,korean-greetings,/korean-phrases/greetings,See you again,jjin://phrase/tto-bwayo,phrases/tto-bwayo/ko_normal.wav,phrases/tto-bwayo/ko_slow.wav,phrases/tto-bwayo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
annyeonghi-gaseyo,greeting,안녕히 가세요,Goodbye,annyeonghi gaseyo,difficult,premium,said to person leaving,"annyeonghaseyo,tto-bwayo",1090,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,8,"core_lookup,duplicate_english_contextualized,has_usage_note",phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,greetings,medium_high,how to say goodbye in korean,hear goodbye in korean,annyeonghi gaseyo pronunciation,"Hear ""Goodbye"" in Korean When Someone Leaves",44,hear_phrase_title,Hear 안녕히 가세요 (annyeonghi gaseyo) and learn how to use it for Korean goodbyes. Practice normal and slow Korean audio in Jjin.,124,phrase_audio_h1,goodbye-in-korean-annyeonghi-gaseyo,/phrases/goodbye-in-korean-annyeonghi-gaseyo,korean-greetings,/korean-phrases/greetings,Goodbye,jjin://phrase/annyeonghi-gaseyo,phrases/annyeonghi-gaseyo/ko_normal.wav,phrases/annyeonghi-gaseyo/ko_slow.wav,phrases/annyeonghi-gaseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,annyeonghi-gaseyo|annyeonghi-gyeseyo,append_original_slug_for_duplicate_english,,
annyeonghi-gyeseyo,greeting,안녕히 계세요,Goodbye,annyeonghi gyeseyo,difficult,premium,said to person staying,"annyeonghaseyo,tto-bwayo",1100,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,8,"core_lookup,duplicate_english_contextualized,has_usage_note",phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,greetings,medium_high,how to say goodbye in korean,hear goodbye in korean,annyeonghi gyeseyo pronunciation,"Hear ""Goodbye"" in Korean When You Stay",38,hear_phrase_title,Hear 안녕히 계세요 (annyeonghi gyeseyo) and learn how to use it for Korean goodbyes. Practice normal and slow Korean audio in Jjin.,125,phrase_audio_h1,goodbye-in-korean-annyeonghi-gyeseyo,/phrases/goodbye-in-korean-annyeonghi-gyeseyo,korean-greetings,/korean-phrases/greetings,Goodbye,jjin://phrase/annyeonghi-gyeseyo,phrases/annyeonghi-gyeseyo/ko_normal.wav,phrases/annyeonghi-gyeseyo/ko_slow.wav,phrases/annyeonghi-gyeseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,annyeonghi-gaseyo|annyeonghi-gyeseyo,append_original_slug_for_duplicate_english,,
sillyehamnida,courtesy,실례합니다,Excuse me,sillyehamnida,moderate,free,,"joesonghamnida,dowajuseyo",1110,true,,true,true,"index,follow",true,batch_2,8,"core_lookup,two_word_term",term_audio_page,basic_term_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_high,excuse me in korean,hear excuse me in korean,sillyehamnida pronunciation,"Hear ""Excuse me"" in Korean",26,hear_term_title,Hear 실례합니다 (sillyehamnida) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,125,term_audio_h1,excuse-me-in-korean,/phrases/excuse-me-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Excuse me,jjin://phrase/sillyehamnida,phrases/sillyehamnida/ko_normal.wav,phrases/sillyehamnida/ko_slow.wav,phrases/sillyehamnida/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
jamkkanman-yo,courtesy,잠깐만요,Just a moment,jamkkanman yo,moderate,free,,"gidaryeo-juseyo,dwaeyo",1120,true,,true,false,"noindex,follow",false,hold_noindex,2,short_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say just a moment in korean,hear just a moment in korean,jamkkanman yo pronunciation,"Hear ""Just a moment"" in Korean",30,hear_phrase_title,Hear 잠깐만요 (jamkkanman yo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,124,phrase_audio_h1,just-a-moment-in-korean,/phrases/just-a-moment-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Just a moment,jjin://phrase/jamkkanman-yo,phrases/jamkkanman-yo/ko_normal.wav,phrases/jamkkanman-yo/ko_slow.wav,phrases/jamkkanman-yo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
cheonmaneyo,courtesy,천만에요,You're welcome,cheonmaneyo,moderate,free,,"gamsahamnida,gwaenchanayo",1130,true,,true,false,"noindex,follow",false,hold_noindex,2,short_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say you're welcome in korean,hear you're welcome in korean,cheonmaneyo pronunciation,"Hear ""You're welcome"" in Korean",31,hear_phrase_title,Hear 천만에요 (cheonmaneyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,122,phrase_audio_h1,you-re-welcome-in-korean,/phrases/you-re-welcome-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,You're welcome,jjin://phrase/cheonmaneyo,phrases/cheonmaneyo/ko_normal.wav,phrases/cheonmaneyo/ko_slow.wav,phrases/cheonmaneyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
gidaryeo-juseyo,courtesy,기다려 주세요,Please wait,gidaryeo juseyo,difficult,premium,,"jamkkanman-yo,dowajuseyo",1140,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,4,"request_query,two_word_term",phrase_audio_page,request_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say please wait in korean,hear please wait in korean,gidaryeo juseyo pronunciation,"Hear ""Please wait"" in Korean",28,hear_phrase_title,Hear 기다려 주세요 (gidaryeo juseyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,129,phrase_audio_h1,please-wait-in-korean,/phrases/please-wait-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Please wait,jjin://phrase/gidaryeo-juseyo,phrases/gidaryeo-juseyo/ko_normal.wav,phrases/gidaryeo-juseyo/ko_slow.wav,phrases/gidaryeo-juseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
boyeo-juseyo,courtesy,보여 주세요,Please show me,boyeo juseyo,difficult,premium,,"igeo,eodi",1150,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,5,"request_query,short_phrase",phrase_audio_page,request_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_requires_context,how to say please show me in korean,hear please show me in korean,boyeo juseyo pronunciation,"Hear ""Please show me"" in Korean",31,hear_phrase_title,Hear 보여 주세요 (boyeo juseyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,125,phrase_audio_h1,please-show-me-in-korean,/phrases/please-show-me-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Please show me,jjin://phrase/boyeo-juseyo,phrases/boyeo-juseyo/ko_normal.wav,phrases/boyeo-juseyo/ko_slow.wav,phrases/boyeo-juseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
sseo-juseyo,courtesy,써 주세요,Please write it down,sseo juseyo,difficult,premium,,"juso,allyeo-juseyo",1160,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,6,"request_query,full_phrase",phrase_audio_page,request_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_requires_context,how to say please write it down in korean,hear please write it down in korean,sseo juseyo pronunciation,"Hear ""Please write it down"" in Korean",37,hear_phrase_title,Hear 써 주세요 (sseo juseyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,123,phrase_audio_h1,please-write-it-down-in-korean,/phrases/please-write-it-down-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Please write it down,jjin://phrase/sseo-juseyo,phrases/sseo-juseyo/ko_normal.wav,phrases/sseo-juseyo/ko_slow.wav,phrases/sseo-juseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
allyeo-juseyo,courtesy,알려 주세요,Please tell me,allyeo juseyo,difficult,premium,,"eodi,juso",1170,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,5,"request_query,short_phrase",phrase_audio_page,request_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_requires_context,how to say please tell me in korean,hear please tell me in korean,allyeo juseyo pronunciation,"Hear ""Please tell me"" in Korean",31,hear_phrase_title,Hear 알려 주세요 (allyeo juseyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,126,phrase_audio_h1,please-tell-me-in-korean,/phrases/please-tell-me-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Please tell me,jjin://phrase/allyeo-juseyo,phrases/allyeo-juseyo/ko_normal.wav,phrases/allyeo-juseyo/ko_slow.wav,phrases/allyeo-juseyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
moreugetseoyo,courtesy,모르겠어요,I don't know,moreugetseoyo,moderate,free,,"ihae-mothaeyo,dasi-malsseumhae-juseyo",1180,true,,true,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say i don't know in korean,hear i don't know in korean,moreugetseoyo pronunciation,"Hear ""I don't know"" in Korean",29,hear_phrase_title,Hear 모르겠어요 (moreugetseoyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,125,phrase_audio_h1,i-don-t-know-in-korean,/phrases/i-don-t-know-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,I don't know,jjin://phrase/moreugetseoyo,phrases/moreugetseoyo/ko_normal.wav,phrases/moreugetseoyo/ko_slow.wav,phrases/moreugetseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
jal-mot-deureosseoyo,courtesy,잘 못 들었어요,I didn't catch that,jal mot deureosseoyo,difficult,premium,,"dasi-malsseumhae-juseyo,cheoncheonhi-malsseumhae-juseyo",1190,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say i didn't catch that in korean,hear i didn't catch that in korean,jal mot deureosseoyo pronunciation,"Hear ""I didn't catch that"" in Korean",36,hear_phrase_title,Hear 잘 못 들었어요 (jal mot deureosseoyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,135,phrase_audio_h1,i-didn-t-catch-that-in-korean,/phrases/i-didn-t-catch-that-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,I didn't catch that,jjin://phrase/jal-mot-deureosseoyo,phrases/jal-mot-deureosseoyo/ko_normal.wav,phrases/jal-mot-deureosseoyo/ko_slow.wav,phrases/jal-mot-deureosseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
